,company name,location,datum,detail,status rocket,rocket,status mission,dates,times,country,launch_location,long,lat
1202,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2000-03-12 14:49:00+00:00,Zenit-3 SL | ICO F-1,StatusActive,450.0 ,Failure,2000-03-12,14:49:00,Ocean,,,
1203,Northrop,"SLC-576E, Vandenberg AFB, California, USA",2000-03-12 09:29:00+00:00,Minotaur C (Taurus) | Multispectral Thermal Imager (MTI),StatusActive,45.0 ,Success,2000-03-12,09:29:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1204,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2000-03-02 09:26:00+00:00,Zenit-2 | Cosmos 2369,StatusRetired,450.0 ,Success,2000-03-02,09:26:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1205,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000-02-18 01:04:00+00:00,Ariane 44LP | Superbird 4,StatusRetired,450.0 ,Success,2000-02-18,01:04:00,France," French Guiana, France",-53.125782,3.933889
1206,NASA,"LC-39A, Kennedy Space Center, Florida, USA",2000-02-11 16:43:00+00:00,Space Shuttle Endeavour | STS-99,StatusRetired,450.0 ,Success,2000-02-11,16:43:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
1207,ISAS,"Mu Pad, Uchinoura Space Center, Japan",2000-02-10 01:30:00+00:00,Mu-V / M-24 | Astro E,StatusRetired,450.0 ,Failure,2000-02-10,01:30:00,Japan,"Uchinoura Space Center, Japan",131.0761271,31.2512669
1208,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2000-02-08 21:24:00+00:00,Delta II 7920-10C | Globalstar 7,StatusRetired,450.0 ,Success,2000-02-08,21:24:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1209,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2000-02-03 23:30:00+00:00,Atlas IIAS | Hispasat 1C,StatusRetired,450.0 ,Success,2000-02-03,23:30:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1210,Northrop,"SLC-8, Vandenberg AFB, California, USA",2000-01-27 03:03:00+00:00,Minotaur I | JAWSat,StatusActive,40.0 ,Success,2000-01-27,03:03:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1211,CASC,"LC-2, Xichang Satellite Launch Center, China",2000-01-25 16:45:00+00:00,Long March 3A | ChinaSat-22,StatusActive,69.7 ,Success,2000-01-25,16:45:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
1212,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000-01-25 01:04:00+00:00,Ariane 42L | Galaxy 10R,StatusRetired,450.0 ,Success,2000-01-25,01:04:00,France," French Guiana, France",-53.125782,3.933889
1213,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",2000-01-21 01:03:00+00:00,Atlas IIA | DSCS IIIB-8,StatusRetired,450.0 ,Success,2000-01-21,01:03:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1214,Northrop,"SLC-576E, Vandenberg AFB, California, USA",1999-12-31 07:13:00+00:00,Minotaur C (Taurus) | KOMPSAT & ACRIMSAT,StatusActive,45.0 ,Success,1999-12-31,07:13:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1215,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",1999-12-27 19:12:00+00:00,Molniya-M /Block 2BL | Cosmos 2368,StatusRetired,450.0 ,Success,1999-12-27,19:12:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1216,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1999-12-26 08:00:00+00:00,Tsyklon-2 | Cosmos 2367,StatusRetired,450.0 ,Success,1999-12-26,08:00:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1217,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-12-22 00:50:00+00:00,Ariane 44L | Galaxy-11,StatusRetired,450.0 ,Success,1999-12-22,00:50:00,France," French Guiana, France",-53.125782,3.933889
1218,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1999-12-20 00:50:00+00:00,Space Shuttle Discovery | STS-103,StatusRetired,450.0 ,Success,1999-12-20,00:50:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
1219,Lockheed,"SLC-3E, Vandenberg AFB, California, USA",1999-12-18 18:57:00+00:00,Atlas IIAS | Terra,StatusRetired,450.0 ,Success,1999-12-18,18:57:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1220,Lockheed,"SLC-4W, Vandenberg AFB, California, USA",1999-12-12 17:36:00+00:00,Titan II(23)G | USA-147,StatusRetired,35.0 ,Success,1999-12-12,17:36:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1221,AEB,"VLS Pad, Alc?›ntara Launch Center, Maranh?œo, Brazil",1999-12-11 19:40:00+00:00,VLS-1 | SACI-2,StatusActive,450.0 ,Failure,1999-12-11,19:40:00,Brazil,,,
1222,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",1999-12-10 14:32:00+00:00,Ariane 5 G | XMM-Newton,StatusRetired,450.0 ,Success,1999-12-10,14:32:00,France," French Guiana, France",-53.125782,3.933889
1223,Northrop,"Stargazer, Vandenberg AFB, California, USA",1999-12-04 18:53:00+00:00,Pegasus XL/HAPS | Orbcomm D1-D8,StatusActive,40.0 ,Success,1999-12-04,18:53:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1224,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-12-03 16:22:00+00:00,Ariane 40 | Helios 1B & Cl??mentine,StatusRetired,450.0 ,Success,1999-12-03,16:22:00,France," French Guiana, France",-53.125782,3.933889
1225,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",1999-11-23 04:06:00+00:00,Atlas IIA | UHF F10,StatusRetired,450.0 ,Success,1999-11-23,04:06:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1226,CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",1999-11-19 22:30:00+00:00,Long March 2F | Shenzhou 1,StatusActive,450.0 ,Success,1999-11-19,22:30:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
1227,MHI,"LA-Y1, Tanegashima Space Center, Japan",1999-11-15 07:29:00+00:00,H-IIS | Himawari 6,StatusRetired,450.0 ,Failure,1999-11-15,07:29:00,Japan,"Tanegashima Space Center, Japan",130.9576461,30.374865
1228,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-11-13 22:54:00+00:00,Ariane 44LP | GE-4,StatusRetired,450.0 ,Success,1999-11-13,22:54:00,France," French Guiana, France",-53.125782,3.933889
1229,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-10-19 06:22:00+00:00,Ariane 44LP | Orion 2,StatusRetired,450.0 ,Success,1999-10-19,06:22:00,France," French Guiana, France",-53.125782,3.933889
1230,CASC,"LC-7, Taiyuan Satellite Launch Center, China",1999-10-14 03:15:00+00:00,Long March 4B | CBERS-1 & SACI 1,StatusActive,64.68 ,Success,1999-10-14,03:15:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
1231,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",1999-10-10 00:00:00+00:00,Zenit-3 SL | DirecTV 1R,StatusActive,450.0 ,Success,1999-10-10,00:00:00,Ocean,,,
1232,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-09-25 06:29:00+00:00,Ariane 44LP | Telstar 7,StatusRetired,450.0 ,Success,1999-09-25,06:29:00,France," French Guiana, France",-53.125782,3.933889
1233,Lockheed,"SLC-6, Vandenberg AFB, California, USA",1999-09-24 18:21:00+00:00,Athena II | Ikonos 1,StatusRetired,450.0 ,Success,1999-09-24,18:21:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1234,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1999-09-23 06:02:00+00:00,Atlas IIAS | Echostar 5,StatusRetired,450.0 ,Success,1999-09-23,06:02:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1235,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-09-04 22:34:00+00:00,Ariane 42P | Koreasat-3,StatusRetired,450.0 ,Success,1999-09-04,22:34:00,France," French Guiana, France",-53.125782,3.933889
1236,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1999-08-26 12:02:00+00:00,Cosmos-3M (11K65M) | Cosmos 2366,StatusRetired,450.0 ,Success,1999-08-26,12:02:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1237,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999-08-17 04:37:00+00:00,Delta II 7420-10C | Globalstar 6,StatusRetired,450.0 ,Success,1999-08-17,04:37:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1238,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-08-12 22:52:00+00:00,Ariane 42P | Telkom-1,StatusRetired,450.0 ,Success,1999-08-12,22:52:00,France," French Guiana, France",-53.125782,3.933889
1239,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1999-08-07 12:51:00+00:00,Delta II 7925 | USA-145 (GPS IIR-3),StatusRetired,450.0 ,Success,1999-08-07,12:51:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1240,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1999-07-25 07:46:00+00:00,Delta II 7420-10C | Globalstar 5,StatusRetired,450.0 ,Success,1999-07-25,07:46:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1241,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1999-07-23 04:31:00+00:00,Space Shuttle Columbia | STS-93,StatusRetired,450.0 ,Success,1999-07-23,04:31:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
1242,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1999-07-17 05:37:00+00:00,Zenit-2 | Okean-O n†­1,StatusRetired,450.0 ,Success,1999-07-17,05:37:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1243,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999-07-10 08:45:00+00:00,Delta II 7420-10C | Globalstar 4,StatusRetired,450.0 ,Success,1999-07-10,08:45:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1244,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1999-07-08 08:45:00+00:00,Molniya-M /Block ML | Molniya-3 n†­169,StatusRetired,450.0 ,Success,1999-07-08,08:45:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1245,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1999-06-24 15:44:00+00:00,Delta II 7320-10C | FUSE,StatusRetired,450.0 ,Success,1999-06-24,15:44:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1246,Lockheed,"SLC-4W, Vandenberg AFB, California, USA",1999-06-20 02:15:00+00:00,Titan II(23)G | QuikSCAT,StatusRetired,35.0 ,Success,1999-06-20,02:15:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1247,CASC,"LC-7, Taiyuan Satellite Launch Center, China",1999-06-11 17:15:00+00:00,Long March 2C | Iridium 92 & 93,StatusActive,30.8 ,Success,1999-06-11,17:15:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
1248,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999-06-10 13:48:00+00:00,Delta II 7420-10C | Globalstar 3,StatusRetired,450.0 ,Success,1999-06-10,13:48:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1249,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",1999-05-29 11:52:00+00:00,"PSLV-G | IRS-P4, DLR-Tubsat, & Kitsat-3",StatusRetired,25.0 ,Success,1999-05-29,11:52:00,India,"Satish Dhawan Space Centre, India",80.22655449999999,13.7258653
1250,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1999-05-27 10:49:00+00:00,Space Shuttle Discovery | STS-96,StatusRetired,450.0 ,Success,1999-05-27,10:49:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
1251,Lockheed,"SLC-4E, Vandenberg AFB, California, USA",1999-05-22 09:36:00+00:00,Titan IV(404)B | NROL-9 (Misty),StatusRetired,450.0 ,Success,1999-05-22,09:36:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1252,Northrop,"Stargazer, Vandenberg AFB, California, USA",1999-05-18 05:09:00+00:00,Pegasus XL/HAPS | TERRIERS & MUBLCOM,StatusActive,40.0 ,Success,1999-05-18,05:09:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1253,CASC,"LC-7, Taiyuan Satellite Launch Center, China",1999-05-10 01:33:00+00:00,Long March 4B | Fengyun 1C & Shijian-5,StatusActive,64.68 ,Success,1999-05-10,01:33:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
1254,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999-05-05 01:00:00+00:00,Delta III 8930 | Orion 3,StatusRetired,450.0 ,Failure,1999-05-05,01:00:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1255,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",1999-04-30 16:30:00+00:00,Titan IV(401)B | Milstar DFS-3m,StatusRetired,450.0 ,Failure,1999-04-30,16:30:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1256,VKS RF,"Site 107/1, Kapustin Yar, Russia",1999-04-28 00:00:00+00:00,Cosmos-3M (11K65M) | ABRIXAS & Megsat 0,StatusRetired,450.0 ,Success,1999-04-28,00:00:00,Russia," Kapustin Yar, Russia",45.76617539999999,48.5752669
1257,Lockheed,"SLC-6, Vandenberg AFB, California, USA",1999-04-27 18:22:00+00:00,Athena II | Ikonos,StatusRetired,450.0 ,Failure,1999-04-27,18:22:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1258,Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",1999-04-21 00:00:00+00:00,Dnepr | UoSat 12,StatusRetired,29.0 ,Success,1999-04-21,00:00:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1259,Boeing,"SLC-2W, Vandenberg AFB, California, USA",1999-04-15 18:32:00+00:00,Delta II 7920-10 | Landsat 7,StatusRetired,450.0 ,Success,1999-04-15,18:32:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1260,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1999-04-12 22:50:00+00:00,Atlas IIAS | Eutelsat W3,StatusRetired,450.0 ,Success,1999-04-12,22:50:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1261,Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA",1999-04-09 17:01:00+00:00,Titan IV(402)B | DSP,StatusRetired,450.0 ,Failure,1999-04-09,17:01:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1262,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-04-02 22:03:00+00:00,Ariane 42P | Insat-2E,StatusRetired,450.0 ,Success,1999-04-02,22:03:00,France," French Guiana, France",-53.125782,3.933889
1263,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",1999-03-28 00:00:00+00:00,Zenit-3 SL | DemoSat,StatusActive,450.0 ,Success,1999-03-28,00:00:00,Ocean,,,
1264,Northrop,"Stargazer, Vandenberg AFB, California, USA",1999-03-05 02:56:00+00:00,Pegasus XL | WIRE,StatusActive,40.0 ,Success,1999-03-05,02:56:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1265,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-02-26 22:44:00+00:00,"Ariane 44L | Arabsat-3A, Skynet 4E",StatusRetired,450.0 ,Success,1999-02-26,22:44:00,France," French Guiana, France",-53.125782,3.933889
1266,Boeing,"SLC-2W, Vandenberg AFB, California, USA",1999-02-23 10:29:00+00:00,"Delta II 7920-10 | ARGOS (P91-1 ARGOS), ?örsted and SUNSAT",StatusRetired,450.0 ,Success,1999-02-23,10:29:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1267,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1999-02-16 01:45:00+00:00,Atlas IIAS | JCSAT-6,StatusRetired,450.0 ,Success,1999-02-16,01:45:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1268,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1999-02-07 21:04:00+00:00,Delta II 7426 | Stardust,StatusRetired,450.0 ,Success,1999-02-07,21:04:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1269,Lockheed,"SLC-46, Cape Canaveral AFS, Florida, USA",1999-01-27 00:34:00+00:00,Athena I | ROCSAT 1,StatusRetired,450.0 ,Success,1999-01-27,00:34:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1270,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999-01-03 20:21:00+00:00,Delta II 7425 | Mars Polar Lander,StatusRetired,450.0 ,Success,1999-01-03,20:21:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1271,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1998-12-24 20:02:00+00:00,Cosmos-3M (11K65M) | Cosmos 2361,StatusRetired,450.0 ,Success,1998-12-24,20:02:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1272,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998-12-22 01:08:00+00:00,Ariane 42L | Panamsat-6B,StatusRetired,450.0 ,Success,1998-12-22,01:08:00,France," French Guiana, France",-53.125782,3.933889
1273,CASC,"LC-7, Taiyuan Satellite Launch Center, China",1998-12-19 11:39:00+00:00,Long March 2C | Iridium 88 & 89,StatusActive,30.8 ,Success,1998-12-19,11:39:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
1274,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1998-12-11 18:45:00+00:00,Delta II 7425 | Mars Climate Orbiter,StatusRetired,450.0 ,Success,1998-12-11,18:45:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1275,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1998-12-10 11:57:00+00:00,Cosmos-3M (11K65M) | Nadiezhda n†­8 & Astrid 2,StatusRetired,450.0 ,Success,1998-12-10,11:57:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1276,Northrop,"Stargazer, Vandenberg AFB, California, USA",1998-12-06 00:57:00+00:00,Pegasus XL | SWAS,StatusActive,40.0 ,Success,1998-12-06,00:57:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1277,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998-12-06 00:43:00+00:00,Ariane 42L | Satmex 5,StatusRetired,450.0 ,Success,1998-12-06,00:43:00,France," French Guiana, France",-53.125782,3.933889
1278,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1998-12-04 08:35:00+00:00,Space Shuttle Endeavour | STS-88,StatusRetired,450.0 ,Success,1998-12-04,08:35:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
1279,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1998-11-22 23:54:00+00:00,Delta II 7925 | BONUM-1,StatusRetired,450.0 ,Success,1998-11-22,23:54:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1280,Boeing,"SLC-2W, Vandenberg AFB, California, USA",1998-11-06 13:37:00+00:00,Delta II 7920-10C | MS-11,StatusRetired,450.0 ,Success,1998-11-06,13:37:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1281,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1998-10-29 19:19:00+00:00,Space Shuttle Discovery | STS-95,StatusRetired,450.0 ,Success,1998-10-29,19:19:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
1282,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998-10-28 22:15:00+00:00,"Ariane 44L | Afristar, GE-5",StatusRetired,450.0 ,Success,1998-10-28,22:15:00,France," French Guiana, France",-53.125782,3.933889
1283,Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",1998-10-22 00:02:00+00:00,Pegasus | SCD-2,StatusRetired,40.0 ,Success,1998-10-22,00:02:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1284,ESA,"ELA-3, Guiana Space Centre, French Guiana, France",1998-10-21 16:37:00+00:00,Ariane 5 G | MaqSat 3 & ARD,StatusRetired,450.0 ,Success,1998-10-21,16:37:00,France," French Guiana, France",-53.125782,3.933889
1285,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",1998-10-20 07:19:00+00:00,Atlas IIA | UHF F9,StatusRetired,450.0 ,Success,1998-10-20,07:19:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1286,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1998-10-09 22:50:00+00:00,Atlas IIA | Hot Bird 5,StatusRetired,450.0 ,Success,1998-10-09,22:50:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1287,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998-10-05 22:51:00+00:00,"Ariane 44L | Eutelsat W2, Sirius-3",StatusRetired,450.0 ,Success,1998-10-05,22:51:00,France," French Guiana, France",-53.125782,3.933889
1288,Northrop,"SLC-576E, Vandenberg AFB, California, USA",1998-10-03 10:04:00+00:00,Minotaur C (Taurus) | STEX (NROL-8),StatusActive,45.0 ,Success,1998-10-03,10:04:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1289,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1998-09-28 23:41:00+00:00,Molniya-M /Block ML | Molniya-1T n†­168,StatusRetired,450.0 ,Success,1998-09-28,23:41:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1290,Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",1998-09-23 05:06:00+00:00,Pegasus XL/HAPS | Orbcomm C1 - C8,StatusActive,40.0 ,Success,1998-09-23,05:06:00,USA,"Wallops Flight Facility, Virginia, USA",-75.4722501,37.9330524
1291,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998-09-16 06:31:00+00:00,Ariane 44LP | Panamsat-7,StatusRetired,450.0 ,Success,1998-09-16,06:31:00,France," French Guiana, France",-53.125782,3.933889
1292,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1998-09-09 20:29:00+00:00,Zenit-2 | Globalstar Satellites,StatusRetired,450.0 ,Failure,1998-09-09,20:29:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1293,Boeing,"SLC-2W, Vandenberg AFB, California, USA",1998-09-08 21:13:00+00:00,Delta II 7920-10C | MS-10,StatusRetired,450.0 ,Success,1998-09-08,21:13:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1294,KCST,"Pad 1, Tonghae Satellite Launching Ground, North Korea",1998-08-31 03:07:00+00:00,Taepodong-1 | Kwangmyngsng 1,StatusRetired,450.0 ,Failure,1998-08-31,03:07:00,Korea,,,
1295,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1998-08-27 01:17:00+00:00,Delta III 8930 | Galaxy 10,StatusRetired,450.0 ,Failure,1998-08-27,01:17:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1296,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998-08-25 23:07:00+00:00,Ariane 44P | ST-1,StatusRetired,450.0 ,Success,1998-08-25,23:07:00,France," French Guiana, France",-53.125782,3.933889
1297,Boeing,"SLC-2W, Vandenberg AFB, California, USA",1998-08-24 12:08:00+00:00,Delta II 7920-10C | Deep Space 1,StatusRetired,450.0 ,Success,1998-08-24,12:08:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
1298,CASC,"LC-7, Taiyuan Satellite Launch Center, China",1998-08-19 23:01:00+00:00,Long March 2C | Iridium 76 & 78,StatusActive,30.8 ,Success,1998-08-19,23:01:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
1299,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1998-08-12 12:53:00+00:00,Molniya-M /Block ML | Molniya-1 n†­133,StatusRetired,450.0 ,Success,1998-08-12,12:53:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1300,Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA",1998-08-12 11:30:00+00:00,Titan IV(401)A | NROL-7 (Mercury),StatusRetired,450.0 ,Failure,1998-08-12,11:30:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1301,Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",1998-08-02 16:24:00+00:00,Pegasus XL/HAPS | Orbcomm B1 - B8,StatusActive,40.0 ,Success,1998-08-02,16:24:00,USA,"Wallops Flight Facility, Virginia, USA",-75.4722501,37.9330524
1302,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1998-07-28 09:15:00+00:00,Zenit-2 | Cosmos 2360,StatusRetired,450.0 ,Success,1998-07-28,09:15:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1303,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1998-07-10 06:30:00+00:00,Zenit-2 | Resurs-O1 n†­4 & Others,StatusRetired,450.0 ,Success,1998-07-10,06:30:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
1304,SRC,"K-407 Submarine, Barents Sea Launch Area, Barents Sea",1998-07-07 03:15:00+00:00,Shtil' | Tubsat,StatusRetired,450.0 ,Success,1998-07-07,03:15:00,Sea,,,
1305,ISAS,"Mu Pad, Uchinoura Space Center, Japan",1998-07-03 18:12:00+00:00,Mu-V / M-24 | Nozomi,StatusRetired,450.0 ,Success,1998-07-03,18:12:00,Japan,"Uchinoura Space Center, Japan",131.0761271,31.2512669
1306,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1998-07-01 00:48:00+00:00,Molniya-M /Block ML | Molniya-3 n†­167,StatusRetired,450.0 ,Success,1998-07-01,00:48:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
1307,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1998-06-18 22:48:00+00:00,Atlas IIAS | Intelsat 805,StatusRetired,450.0 ,Success,1998-06-18,22:48:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
1308,CASC,"LC-2, Xichang Satellite Launch Center, China",1998-06-18 09:20:00+00:00,Long March 3B | SinoSat 1,StatusActive,450.0 ,Success,1998-06-18,09:20:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
