,company name,location,datum,detail,status rocket,rocket,status mission,dates,times,country,launch_location,long,lat
0,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-08-07 05:12:00+00:00,Falcon 9 Block 5 | Starlink V1 L9 & BlackSky,StatusActive,50.0 ,Success,2020-08-07,05:12:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
1,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020-08-06 04:01:00+00:00,Long March 2D | Gaofen-9 04 & Q-SAT,StatusActive,29.75 ,Success,2020-08-06,04:01:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
2,SpaceX,"Pad A, Boca Chica, Texas, USA",2020-08-04 23:57:00+00:00,Starship Prototype | 150 Meter Hop,StatusActive,450.0 ,Success,2020-08-04,23:57:00,USA,"Boca Chica, Texas, USA",-97.1821942,25.9920246
3,Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2020-07-30 21:25:00+00:00,Proton-M/Briz-M | Ekspress-80 & Ekspress-103,StatusActive,65.0 ,Success,2020-07-30,21:25:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
4,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2020-07-30 11:50:00+00:00,Atlas V 541 | Perseverance,StatusActive,145.0 ,Success,2020-07-30,11:50:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
5,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020-07-25 03:13:00+00:00,"Long March 4B | Ziyuan-3 03, Apocalypse-10 & NJU-HKU 1",StatusActive,64.68 ,Success,2020-07-25,03:13:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
6,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-07-23 14:26:00+00:00,Soyuz 2.1a | Progress MS-15,StatusActive,48.5 ,Success,2020-07-23,14:26:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
7,CASC,"LC-101, Wenchang Satellite Launch Center, China",2020-07-23 04:41:00+00:00,Long March 5 | Tianwen-1,StatusActive,450.0 ,Success,2020-07-23,04:41:00,China,"Wenchang Satellite Launch Center, China",110.797759,19.543278
8,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-07-20 21:30:00+00:00,Falcon 9 Block 5 | ANASIS-II,StatusActive,50.0 ,Success,2020-07-20,21:30:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
9,JAXA,"LA-Y1, Tanegashima Space Center, Japan",2020-07-19 21:58:00+00:00,H-IIA 202 | Hope Mars Mission,StatusActive,90.0 ,Success,2020-07-19,21:58:00,Japan,"Tanegashima Space Center, Japan",130.9576461,30.374865
10,Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2020-07-15 13:46:00+00:00,Minotaur IV | NROL-129,StatusActive,46.0 ,Success,2020-07-15,13:46:00,USA,"Wallops Flight Facility, Virginia, USA",-75.4722501,37.9330524
11,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2020-07-10 04:17:00+00:00,"Kuaizhou 11 | Jilin-1 02E, CentiSpace-1 S2",StatusActive,28.3 ,Failure,2020-07-10,04:17:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
12,CASC,"LC-3, Xichang Satellite Launch Center, China",2020-07-09 12:11:00+00:00,Long March 3B/E | Apstar-6D,StatusActive,29.15 ,Success,2020-07-09,12:11:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
13,IAI,"Pad 1, Palmachim Airbase, Israel",2020-07-06 01:00:00+00:00,Shavit-2 | Ofek-16,StatusActive,450.0 ,Success,2020-07-06,01:00:00,Israel," Palmachim Airbase, Israel",34.7136094,31.9258249
14,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020-07-04 23:44:00+00:00,Long March 2D | Shiyan-6 02,StatusActive,29.75 ,Success,2020-07-04,23:44:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
15,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2020-07-04 21:19:00+00:00,Electron/Curie | Pics Or It Didn??¦t Happen,StatusActive,7.5 ,Failure,2020-07-04,21:19:00,Zealand,,,
16,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020-07-03 03:10:00+00:00,Long March 4B | Gaofen Duomo & BY-02,StatusActive,64.68 ,Success,2020-07-03,03:10:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
17,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-06-30 20:10:00+00:00,Falcon 9 Block 5 | GPS III SV03,StatusActive,50.0 ,Success,2020-06-30,20:10:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
18,CASC,"LC-2, Xichang Satellite Launch Center, China",2020-06-23 01:43:00+00:00,Long March 3B/E | Beidou-3 G3,StatusActive,29.15 ,Success,2020-06-23,01:43:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
19,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020-06-17 07:19:00+00:00,"Long March 2D | Gaofen-9 03, Pixing III A & HEAD-5",StatusActive,29.75 ,Success,2020-06-17,07:19:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
20,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-06-13 09:21:00+00:00,Falcon 9 Block 5 | Starlink V1 L8 & SkySat 16 to 18,StatusActive,50.0 ,Success,2020-06-13,09:21:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
21,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2020-06-13 05:12:00+00:00,Electron/Curie | Don't stop me now!,StatusActive,7.5 ,Success,2020-06-13,05:12:00,Zealand,,,
22,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020-06-10 18:31:00+00:00,Long March 2C | Haiyang-1D,StatusActive,30.8 ,Success,2020-06-10,18:31:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
23,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-06-04 01:25:00+00:00,Falcon 9 Block 5 | Starlink V1 L7,StatusActive,50.0 ,Success,2020-06-04,01:25:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
24,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020-05-31 08:53:00+00:00,Long March 2D | Gaofen-9-02 & HEAD-4,StatusActive,29.75 ,Success,2020-05-31,08:53:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
25,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-05-30 19:22:00+00:00,Falcon 9 Block 5 | SpaceX Demo-2,StatusActive,50.0 ,Success,2020-05-30,19:22:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
26,CASC,"Xichang Satellite Launch Center, China",2020-05-29 20:13:00+00:00,Long March 11 | XJS-G and XJS-H,StatusActive,5.3 ,Success,2020-05-29,20:13:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
27,Virgin Orbit,"Cosmic Girl, Mojave Air and Space Port, California, USA",2020-05-25 19:50:00+00:00,LauncherOne | Demo Flight,StatusActive,12.0 ,Failure,2020-05-25,19:50:00,USA,"and Space Port, California, USA",-118.157814,35.056783
28,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2020-05-22 07:31:00+00:00,Soyuz 2.1b/Fregat-M | Cosmos 2546,StatusActive,450.0 ,Success,2020-05-22,07:31:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
29,MHI,"LA-Y2, Tanegashima Space Center, Japan",2020-05-20 17:31:00+00:00,H-IIB | HTV-9,StatusRetired,112.5 ,Success,2020-05-20,17:31:00,Japan,"Tanegashima Space Center, Japan",130.9576461,30.374865
30,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2020-05-17 13:14:00+00:00,Atlas V 501 | OTV-6 (USSF-7),StatusActive,120.0 ,Success,2020-05-17,13:14:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
31,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2020-05-12 01:16:00+00:00,Kuaizhou 1A | Xingyun-2 01 (Wuhan) & 02,StatusActive,450.0 ,Success,2020-05-12,01:16:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
32,CASC,"LC-101, Wenchang Satellite Launch Center, China",2020-05-05 10:00:00+00:00,Long March 5B | Test Flight (New Crew Capsule),StatusActive,450.0 ,Success,2020-05-05,10:00:00,China,"Wenchang Satellite Launch Center, China",110.797759,19.543278
33,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-04-25 01:51:00+00:00,Soyuz 2.1a | Progress MS-14,StatusActive,48.5 ,Success,2020-04-25,01:51:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
34,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-04-22 19:30:00+00:00,Falcon 9 Block 5 | Starlink V1 L6,StatusActive,50.0 ,Success,2020-04-22,19:30:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
35,IRGC,"Launch Plateform, Shahrud Missile Test Site",2020-04-22 03:59:00+00:00,Qased | Noor 1,StatusActive,450.0 ,Success,2020-04-22,03:59:00,Site,,,
36,CASC,"LC-2, Xichang Satellite Launch Center, China",2020-04-09 11:46:00+00:00,Long March 3B/E | Nusantara Dua,StatusActive,29.15 ,Failure,2020-04-09,11:46:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
37,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-04-09 08:05:00+00:00,Soyuz 2.1a | Soyuz MS-16,StatusActive,48.5 ,Success,2020-04-09,08:05:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
38,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2020-03-26 20:18:00+00:00,Atlas V 551 | AEHF 6,StatusActive,153.0 ,Success,2020-03-26,20:18:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
39,CASC,"LC-3, Xichang Satellite Launch Center, China",2020-03-24 03:43:00+00:00,Long March 2C | Yaogan-30-06,StatusActive,30.8 ,Success,2020-03-24,03:43:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
40,Arianespace,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-03-21 17:06:00+00:00,Soyuz 2.1b/Fregat | OneWeb #3,StatusActive,48.5 ,Success,2020-03-21,17:06:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
41,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-03-18 12:16:00+00:00,Falcon 9 Block 5 | Starlink V1 L5,StatusActive,50.0 ,Success,2020-03-18,12:16:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
42,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2020-03-16 18:28:00+00:00,Soyuz 2.1b/Fregat-M | Cosmos 2545,StatusActive,450.0 ,Success,2020-03-16,18:28:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
43,CASC,"LC-201, Wenchang Satellite Launch Center, China",2020-03-16 13:34:00+00:00,Long March 7A | XJY-6,StatusActive,450.0 ,Failure,2020-03-16,13:34:00,China,"Wenchang Satellite Launch Center, China",110.797759,19.543278
44,CASC,"LC-2, Xichang Satellite Launch Center, China",2020-03-09 11:55:00+00:00,Long March 3B/E | Beidou-3 G2,StatusActive,29.15 ,Success,2020-03-09,11:55:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
45,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-03-07 04:50:00+00:00,Falcon 9 Block 5 | CRS-20,StatusActive,50.0 ,Success,2020-03-07,04:50:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
46,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",2020-02-20 08:24:00+00:00,Soyuz 2.1a/Fregat-M | Meridian-M n†­19L,StatusActive,48.5 ,Success,2020-02-20,08:24:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
47,CASC,"LC-3, Xichang Satellite Launch Center, China",2020-02-19 21:07:00+00:00,Long March 2D | XJS-C to F,StatusActive,29.75 ,Success,2020-02-19,21:07:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
48,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2020-02-18 22:18:00+00:00,Ariane 5 ECA | JCSAT-17 & GEO-KOMPSAT 2B,StatusActive,200.0 ,Success,2020-02-18,22:18:00,France," French Guiana, France",-53.125782,3.933889
49,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-02-17 15:05:00+00:00,Falcon 9 Block 5 | Starlink V1 L4,StatusActive,50.0 ,Success,2020-02-17,15:05:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
50,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2020-02-15 20:21:00+00:00,Antares 230+ | CRS NG-13,StatusActive,85.0 ,Success,2020-02-15,20:21:00,USA,"Wallops Flight Facility, Virginia, USA",-75.4722501,37.9330524
51,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2020-02-10 04:03:00+00:00,Atlas V 411 | Solar Orbiter,StatusActive,115.0 ,Success,2020-02-10,04:03:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
52,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2020-02-09 15:48:00+00:00,Simorgh | Zafar 1,StatusActive,450.0 ,Failure,2020-02-09,15:48:00,Iran,"Semnan Space Center, Iran",53.9039108,35.2461391
53,MHI,"LA-Y1, Tanegashima Space Center, Japan",2020-02-09 01:34:00+00:00,H-IIA 202 | IGS-Optical 7,StatusActive,90.0 ,Success,2020-02-09,01:34:00,Japan,"Tanegashima Space Center, Japan",130.9576461,30.374865
54,Arianespace,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-02-06 21:42:00+00:00,Soyuz 2.1b/Fregat | OneWeb #2,StatusActive,48.5 ,Success,2020-02-06,21:42:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
55,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2020-01-31 02:56:00+00:00,Electron/Curie | Birds of a Feather / NROL-151,StatusActive,7.5 ,Success,2020-01-31,02:56:00,Zealand,,,
56,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-01-29 14:06:00+00:00,Falcon 9 Block 5 | Starlink V1 L3,StatusActive,50.0 ,Success,2020-01-29,14:06:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
57,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-01-19 15:30:00+00:00,Falcon 9 Block 5 | Crew Dragon Inflight Abort Test,StatusActive,50.0 ,Success,2020-01-19,15:30:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
58,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2020-01-16 21:05:00+00:00,Ariane 5 ECA | Eutelsat Konnect BB4A & GSAT-30,StatusActive,200.0 ,Success,2020-01-16,21:05:00,France," French Guiana, France",-53.125782,3.933889
59,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2020-01-16 03:02:00+00:00,Kuaizhou 1A | Yinhe-1,StatusActive,450.0 ,Success,2020-01-16,03:02:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
60,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020-01-15 02:53:00+00:00,Long March 2D | Jilin-1 Wideband 01 & ??uSat-7/8,StatusActive,29.75 ,Success,2020-01-15,02:53:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
61,CASC,"LC-2, Xichang Satellite Launch Center, China",2020-01-07 15:20:00+00:00,Long March 3B/E | TJSW-5,StatusActive,29.15 ,Success,2020-01-07,15:20:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
62,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-01-07 02:19:00+00:00,Falcon 9 Block 5 | Starlink V1 L2,StatusActive,50.0 ,Success,2020-01-07,02:19:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
63,CASC,"LC-101, Wenchang Satellite Launch Center, China",2019-12-27 12:45:00+00:00,Long March 5 | Shijian-20,StatusActive,450.0 ,Success,2019-12-27,12:45:00,China,"Wenchang Satellite Launch Center, China",110.797759,19.543278
64,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2019-12-26 23:11:00+00:00,"Rokot/Briz KM | Gonets-M ???24, 25, 26 [block-15] & Blits-M1",StatusRetired,41.8 ,Success,2019-12-26,23:11:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
65,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019-12-24 12:03:00+00:00,Proton-M/DM-3 | Elektro-L n†­3,StatusActive,65.0 ,Success,2019-12-24,12:03:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
66,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2019-12-20 11:36:00+00:00,Atlas V N22 | Starliner OFT,StatusActive,450.0 ,Success,2019-12-20,11:36:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
67,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-12-20 03:22:00+00:00,"Long March 4B | CBERS-4A, ETRSS-1 & Others",StatusActive,64.68 ,Success,2019-12-20,03:22:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
68,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2019-12-18 08:54:00+00:00,"Soyuz ST-A/Fregat-M | CSG-1, CHEOPS & Others",StatusActive,450.0 ,Success,2019-12-18,08:54:00,France," French Guiana, France",-53.125782,3.933889
69,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-12-17 00:10:00+00:00,Falcon 9 Block 5 | JCSAT-18 / Kacific-1,StatusActive,50.0 ,Success,2019-12-17,00:10:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
70,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-12-16 07:22:00+00:00,Long March 3B/YZ-1 | BeiDou-3 M19 & M20,StatusActive,450.0 ,Success,2019-12-16,07:22:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
71,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",2019-12-11 17:55:00+00:00,New Shepard | NS-12,StatusActive,450.0 ,Success,2019-12-11,17:55:00,USA,"West Texas, Texas, USA",-97.0909551,31.8023057
72,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2019-12-11 09:55:00+00:00,PSLV-QL | RISAT 2BR1,StatusActive,21.0 ,Success,2019-12-11,09:55:00,India,"Satish Dhawan Space Centre, India",80.22655449999999,13.7258653
73,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",2019-12-11 08:54:00+00:00,Soyuz 2.1b/Fregat | Cosmos 2544,StatusActive,48.5 ,Success,2019-12-11,08:54:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
74,ExPace,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2019-12-07 08:52:00+00:00,Kuaizhou 1A | HEAD-2A/B / SpaceTY 16/17 / Tianqi 4A/B,StatusActive,450.0 ,Success,2019-12-07,08:52:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
75,ExPace,"Taiyuan Satellite Launch Center, China",2019-12-07 02:55:00+00:00,Kuaizhou 1A | Jilin-1 Gaofen-02B,StatusActive,450.0 ,Success,2019-12-07,02:55:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
76,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-12-06 09:34:00+00:00,Soyuz 2.1a | Progress MS-13 (74P),StatusActive,48.5 ,Success,2019-12-06,09:34:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
77,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-12-06 08:18:00+00:00,Electron/Curie | Running Out Of Fingers,StatusActive,7.5 ,Success,2019-12-06,08:18:00,Zealand,,,
78,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-12-05 17:29:00+00:00,Falcon 9 Block 5 | CRS-19,StatusActive,50.0 ,Success,2019-12-05,17:29:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
79,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-11-27 23:52:00+00:00,Long March 4C | Gaofen-12,StatusActive,64.68 ,Success,2019-11-27,23:52:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
80,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2019-11-27 03:58:00+00:00,PSLV-XL | Cartosat-3 & Rideshares,StatusActive,31.0 ,Success,2019-11-27,03:58:00,India,"Satish Dhawan Space Centre, India",80.22655449999999,13.7258653
81,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2019-11-26 21:23:00+00:00,Ariane 5 ECA | Inmarsat 5 F5 & TIBA-1,StatusActive,200.0 ,Success,2019-11-26,21:23:00,France," French Guiana, France",-53.125782,3.933889
82,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-11-25 17:52:00+00:00,Soyuz 2.1v/Volga | Cosmos 2542 & 2543,StatusActive,450.0 ,Success,2019-11-25,17:52:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
83,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-11-23 00:55:00+00:00,Long March 3B/YZ-1 | BeiDou-3 M21 & M22,StatusActive,450.0 ,Success,2019-11-23,00:55:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
84,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2019-11-17 10:00:00+00:00,"Kuaizhou 1A | KL-Alpha A, KL-Alpha B",StatusActive,450.0 ,Success,2019-11-17,10:00:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
85,CASC,"LC-16, Taiyuan Satellite Launch Center, China",2019-11-13 06:35:00+00:00,Long March 6 | Ningxia-1 (x5),StatusActive,450.0 ,Success,2019-11-13,06:35:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
86,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2019-11-13 03:40:00+00:00,Kuaizhou 1A | Jilin 1-02A,StatusActive,450.0 ,Success,2019-11-13,03:40:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
87,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-11-11 14:56:00+00:00,Falcon 9 Block 5 | Starlink V1 L1,StatusActive,50.0 ,Success,2019-11-11,14:56:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
88,CASC,"LC-2, Xichang Satellite Launch Center, China",2019-11-04 17:43:00+00:00,Long March 3B/E | Beidou-3 IGSO-3,StatusActive,29.15 ,Success,2019-11-04,17:43:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
89,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-11-03 03:22:00+00:00,Long March 4B | Gaofen-7,StatusActive,64.68 ,Success,2019-11-03,03:22:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
90,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2019-11-02 13:59:00+00:00,Antares 230+ | CRS NG-12,StatusActive,85.0 ,Success,2019-11-02,13:59:00,USA,"Wallops Flight Facility, Virginia, USA",-75.4722501,37.9330524
91,Exos,"Vertical Launch Area, Spaceport America, New Mexico",2019-10-26 17:40:00+00:00,SARGE | Launch 4,StatusActive,450.0 ,Failure,2019-10-26,17:40:00,Mexico,,,
92,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-10-17 15:21:00+00:00,Long March 3B/E | TJSW-4,StatusActive,29.15 ,Success,2019-10-17,15:21:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
93,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-10-17 01:22:00+00:00,Electron/Curie | As The Crow Flies,StatusActive,7.5 ,Success,2019-10-17,01:22:00,Zealand,,,
94,Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",2019-10-11 01:59:00+00:00,Pegasus XL | ICON,StatusActive,40.0 ,Success,2019-10-11,01:59:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
95,ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2019-10-09 10:17:00+00:00,Proton-M/Briz-M | Eutelsat 5 West B & MEV-1,StatusActive,65.0 ,Success,2019-10-09,10:17:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
96,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-10-04 18:51:00+00:00,Long March 4C | Gaofen 10 (Replacement),StatusActive,64.68 ,Success,2019-10-04,18:51:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
97,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-09-26 07:46:00+00:00,Soyuz 2.1b/Fregat | Cosmos 2541,StatusActive,48.5 ,Success,2019-09-26,07:46:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
98,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2019-09-25 13:57:00+00:00,Soyuz FG | Soyuz MS-15 (61S),StatusRetired,450.0 ,Success,2019-09-25,13:57:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
99,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2019-09-25 00:54:00+00:00,Long March 2D | Yunhai-1-02,StatusActive,29.75 ,Success,2019-09-25,00:54:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
100,MHI,"LA-Y2, Tanegashima Space Center, Japan",2019-09-24 16:05:00+00:00,H-IIB | HTV-8,StatusRetired,112.5 ,Success,2019-09-24,16:05:00,Japan,"Tanegashima Space Center, Japan",130.9576461,30.374865
101,CASC,"LC-2, Xichang Satellite Launch Center, China",2019-09-22 21:10:00+00:00,Long March 3B/YZ-1 | BeiDou-3 M23 & M24,StatusActive,450.0 ,Success,2019-09-22,21:10:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
102,CASC,"Site 95, Jiuquan Satellite Launch Center, China",2019-09-19 06:42:00+00:00,Long March 11 | Zhuhai-1 Group 03,StatusActive,5.3 ,Success,2019-09-19,06:42:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
103,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-09-12 03:26:00+00:00,"Long March 4B | Ziyuan-2D, BNU-1 & Taurus-1",StatusActive,64.68 ,Success,2019-09-12,03:26:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
104,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2019-08-30 23:41:00+00:00,Kuaizhou 1A | KX-09 & Others,StatusActive,450.0 ,Success,2019-08-30,23:41:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
105,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2019-08-30 14:00:00+00:00,Rokot/Briz KM | Cosmos 2540,StatusRetired,41.8 ,Success,2019-08-30,14:00:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
